region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_Min
Hauts-de-France,2022/11/13,16.0,7.0,24.0,81.5,10.0,14.0,546.0
Nouvelle-Aquitaine,2022/11/13,14.666666666666666,11.666666666666666,12.666666666666666,91.66666666666667,8.833333333333334,56.666666666666664,572.3333333333334
Auvergne-Rhône-Alpes,2022/11/13,14.0,10.0,9.5,85.5,9.6875,80.0,573.5
Pays de la Loire,2022/11/13,16.0,11.0,22.0,91.0,10.0,44.0,564.0
Bourgogne-Franche-Comté,2022/11/13,13.5,10.5,22.0,86.0,9.375,57.5,563.0
Centre-Val de Loire,2022/11/13,15.0,12.0,17.0,83.0,10.0,55.0,560.0
Corse,2022/11/13,18.0,9.0,9.0,75.0,10.0,29.0,592.0
Île-de-France,2022/11/14,14.0,9.0,19.0,87.0,9.0,68.0,552.0
Bretagne,2022/11/14,14.0,11.0,40.0,92.0,9.875,88.0,556.0
Normandie,2022/11/14,13.0,9.0,36.0,88.0,8.875,74.0,549.0
Occitanie,2022/11/14,19.0,14.5,21.0,79.5,9.4375,61.5,582.0
Provence-Alpes-Côte d'Azur,2022/11/14,18.0,15.0,35.0,78.0,10.0,65.0,582.0
Grand Est,2022/11/14,12.666666666666666,8.333333333333334,18.666666666666668,95.0,8.125,72.0,550.0
Hauts-de-France,2022/11/14,12.0,7.0,26.5,91.5,7.9375,79.5,543.0
Nouvelle-Aquitaine,2022/11/14,14.333333333333334,11.666666666666666,23.666666666666668,89.66666666666667,8.541666666666666,80.0,569.6666666666666
Auvergne-Rhône-Alpes,2022/11/14,15.5,9.5,15.0,92.5,9.4375,81.0,571.0
Pays de la Loire,2022/11/14,15.0,12.0,34.0,93.0,9.75,77.0,561.0
Bourgogne-Franche-Comté,2022/11/14,15.0,10.0,18.0,98.0,8.125,82.5,560.5
Centre-Val de Loire,2022/11/14,14.0,9.0,23.0,94.0,8.0,82.0,557.0
Corse,2022/11/14,18.0,13.0,8.0,80.0,10.0,89.0,589.0
Île-de-France,2022/11/15,12.0,10.0,21.0,85.0,8.875,95.0,548.0
Bretagne,2022/11/15,15.0,10.0,36.0,94.0,9.5,84.0,553.0
Normandie,2022/11/15,14.0,9.0,28.0,92.0,9.625,86.0,546.0
Occitanie,2022/11/15,18.5,11.5,12.5,82.0,9.4375,33.0,580.0
Provence-Alpes-Côte d'Azur,2022/11/15,21.0,16.0,28.0,81.0,10.0,39.0,581.0
Grand Est,2022/11/15,12.333333333333334,8.666666666666666,17.333333333333332,92.0,8.291666666666666,73.66666666666667,546.6666666666666
Hauts-de-France,2022/11/15,12.5,8.5,29.5,85.5,8.4375,80.5,540.0
Nouvelle-Aquitaine,2022/11/15,14.666666666666666,9.0,18.0,92.33333333333333,8.916666666666666,67.66666666666667,567.3333333333334
Auvergne-Rhône-Alpes,2022/11/15,13.5,7.5,7.5,92.0,9.625,51.0,568.5
Pays de la Loire,2022/11/15,15.0,12.0,41.0,91.0,9.75,90.0,559.0
Bourgogne-Franche-Comté,2022/11/15,13.0,8.0,15.0,95.5,8.875,65.5,558.0
Centre-Val de Loire,2022/11/15,13.0,10.0,22.0,87.0,9.875,80.0,554.0
Corse,2022/11/15,18.0,15.0,13.0,89.0,9.5,70.0,587.0
Île-de-France,2022/11/16,14.0,13.0,27.0,70.0,9.875,64.0,545.0
Bretagne,2022/11/16,14.0,10.0,39.0,83.0,10.0,53.0,551.0
Normandie,2022/11/16,13.0,11.0,41.0,83.0,8.875,82.0,544.0
Occitanie,2022/11/16,14.5,12.0,9.0,83.5,10.0,54.5,578.0
Provence-Alpes-Côte d'Azur,2022/11/16,18.0,15.0,16.0,65.0,10.0,26.0,579.0
Grand Est,2022/11/16,12.666666666666666,10.333333333333334,28.333333333333332,88.33333333333333,9.25,84.66666666666667,544.6666666666666
Hauts-de-France,2022/11/16,13.0,11.0,37.5,77.5,9.3125,84.5,537.0
Nouvelle-Aquitaine,2022/11/16,15.0,12.0,26.0,85.66666666666667,8.958333333333334,72.33333333333333,565.0
Auvergne-Rhône-Alpes,2022/11/16,13.0,8.5,14.0,90.0,9.5,63.5,566.5
Pays de la Loire,2022/11/16,15.0,12.0,38.0,81.0,9.5,66.0,556.0
Bourgogne-Franche-Comté,2022/11/16,14.0,10.5,26.5,87.0,8.6875,74.5,555.5
Centre-Val de Loire,2022/11/16,14.0,12.0,30.0,83.0,8.625,84.0,552.0
Corse,2022/11/16,19.0,14.0,8.0,82.0,10.0,21.0,586.0
Île-de-France,2022/11/17,13.0,8.0,12.0,87.0,10.0,40.0,543.0
Bretagne,2022/11/17,13.0,6.0,13.0,92.0,10.0,44.0,548.0
Normandie,2022/11/17,12.0,7.0,17.0,94.0,10.0,59.0,541.0
Occitanie,2022/11/17,14.5,9.5,22.5,77.0,9.5625,64.0,576.0
Provence-Alpes-Côte d'Azur,2022/11/17,16.0,13.0,37.0,67.0,10.0,46.0,576.0
Grand Est,2022/11/17,10.666666666666666,8.0,14.666666666666666,92.33333333333333,9.291666666666666,78.0,541.6666666666666
Hauts-de-France,2022/11/17,11.0,6.5,15.5,93.0,9.75,69.0,534.5
Nouvelle-Aquitaine,2022/11/17,12.333333333333334,7.666666666666667,9.333333333333334,93.33333333333333,7.916666666666667,76.66666666666667,562.6666666666666
Auvergne-Rhône-Alpes,2022/11/17,10.0,6.0,7.0,90.0,8.6875,78.5,564.0
Pays de la Loire,2022/11/17,13.0,9.0,8.0,93.0,9.0,73.0,554.0
Bourgogne-Franche-Comté,2022/11/17,10.0,8.0,14.0,90.0,8.9375,96.0,553.0
Centre-Val de Loire,2022/11/17,12.0,7.0,12.0,92.0,10.0,49.0,549.0
Corse,2022/11/17,16.0,13.0,26.0,82.0,10.0,83.0,584.0
Île-de-France,2022/11/18,11.0,7.0,9.0,82.0,10.0,30.0,541.0
Bretagne,2022/11/18,11.0,4.0,11.0,92.0,10.0,42.0,546.0
Normandie,2022/11/18,11.0,5.0,8.0,81.0,10.0,34.0,539.0
Occitanie,2022/11/18,11.5,7.0,19.0,81.5,9.6875,52.0,573.0
Provence-Alpes-Côte d'Azur,2022/11/18,17.0,11.0,47.0,65.0,10.0,5.0,574.0
Grand Est,2022/11/18,9.666666666666666,6.333333333333333,9.666666666666666,91.33333333333333,9.333333333333334,73.66666666666667,539.6666666666666
Hauts-de-France,2022/11/18,10.0,4.5,12.0,91.0,10.0,30.0,532.0
Nouvelle-Aquitaine,2022/11/18,10.666666666666666,5.0,9.0,94.66666666666667,8.0,65.33333333333333,560.6666666666666
Auvergne-Rhône-Alpes,2022/11/18,6.5,2.0,11.5,93.0,7.375,82.5,561.5
Pays de la Loire,2022/11/18,11.0,5.0,11.0,91.0,10.0,41.0,551.0
Bourgogne-Franche-Comté,2022/11/18,8.5,5.0,8.0,95.0,7.5,79.0,550.5
Centre-Val de Loire,2022/11/18,12.0,5.0,11.0,87.0,10.0,15.0,547.0
Corse,2022/11/18,17.0,9.0,14.0,71.0,10.0,35.0,581.0
Île-de-France,2022/11/19,9.0,6.0,20.0,84.0,9.0,57.0,538.0
Bretagne,2022/11/19,11.0,8.0,25.0,91.0,9.0,73.0,544.0
Normandie,2022/11/19,11.0,6.0,27.0,86.0,9.875,77.0,536.0
Occitanie,2022/11/19,12.5,6.5,23.5,75.0,9.4375,49.0,571.5
Provence-Alpes-Côte d'Azur,2022/11/19,15.0,9.0,37.0,69.0,10.0,7.0,572.0
Grand Est,2022/11/19,7.666666666666667,4.0,19.333333333333332,91.0,8.333333333333334,61.0,536.6666666666666
Hauts-de-France,2022/11/19,9.5,4.5,29.5,90.5,9.4375,56.5,529.0
Nouvelle-Aquitaine,2022/11/19,11.666666666666666,4.666666666666667,20.666666666666668,94.33333333333333,8.541666666666666,68.0,558.0
Auvergne-Rhône-Alpes,2022/11/19,7.0,2.5,9.5,93.5,7.8125,73.0,559.5
Pays de la Loire,2022/11/19,12.0,9.0,30.0,84.0,9.75,63.0,549.0
Bourgogne-Franche-Comté,2022/11/19,7.5,4.0,18.5,91.0,7.0,72.0,548.5
Centre-Val de Loire,2022/11/19,9.0,3.0,18.0,89.0,7.875,61.0,544.0
Corse,2022/11/19,15.0,9.0,12.0,82.0,9.75,68.0,579.0
Île-de-France,2022/11/20,9.0,7.0,18.0,87.0,9.875,88.0,536.0
Bretagne,2022/11/20,11.0,8.0,35.0,92.0,9.0,78.0,541.0
Normandie,2022/11/20,10.0,8.0,32.0,90.0,9.75,74.0,534.0
Occitanie,2022/11/20,11.5,8.5,12.5,87.0,8.5,68.0,570.0
Provence-Alpes-Côte d'Azur,2022/11/20,14.0,10.0,20.0,68.0,8.875,50.0,570.0
Grand Est,2022/11/20,9.0,6.0,16.666666666666668,90.66666666666667,9.583333333333334,85.33333333333333,534.6666666666666
Hauts-de-France,2022/11/20,9.0,6.0,24.5,93.5,9.375,79.0,526.5
Nouvelle-Aquitaine,2022/11/20,12.0,6.333333333333333,27.0,95.66666666666667,7.666666666666667,83.0,556.0
Auvergne-Rhône-Alpes,2022/11/20,9.5,3.5,11.5,82.0,9.875,68.5,557.0
Pays de la Loire,2022/11/20,13.0,9.0,32.0,94.0,8.0,82.0,547.0
Bourgogne-Franche-Comté,2022/11/20,9.0,4.5,12.0,94.0,7.9375,72.5,545.5
Centre-Val de Loire,2022/11/20,9.0,5.0,18.0,90.0,8.875,82.0,542.0
Corse,2022/11/20,15.0,9.0,4.0,76.0,10.0,67.0,578.0
Île-de-France,2022/11/21,11.0,6.0,19.0,81.0,9.875,34.0,533.0
Bretagne,2022/11/21,12.0,8.0,29.0,78.0,10.0,61.0,539.0
Normandie,2022/11/21,11.0,7.0,31.0,83.0,9.875,73.0,531.0
Occitanie,2022/11/21,11.5,8.0,33.5,79.5,9.25,64.0,568.0
Provence-Alpes-Côte d'Azur,2022/11/21,14.0,11.0,65.0,80.0,8.875,43.0,568.0
Grand Est,2022/11/21,8.666666666666666,5.666666666666667,20.333333333333332,91.0,8.416666666666666,66.33333333333333,531.6666666666666
Hauts-de-France,2022/11/21,9.0,5.0,31.0,87.5,10.0,60.5,524.0
Nouvelle-Aquitaine,2022/11/21,12.0,5.666666666666667,22.666666666666668,88.0,8.666666666666666,50.333333333333336,554.3333333333334
Auvergne-Rhône-Alpes,2022/11/21,7.0,3.5,16.0,93.5,8.5625,78.0,555.0
Pays de la Loire,2022/11/21,13.0,8.0,29.0,73.0,10.0,64.0,544.0
Bourgogne-Franche-Comté,2022/11/21,7.5,5.5,15.0,92.5,8.375,78.0,543.5
Centre-Val de Loire,2022/11/21,11.0,5.0,23.0,85.0,10.0,45.0,540.0
Corse,2022/11/21,15.0,11.0,26.0,94.0,8.5,91.0,576.0
Île-de-France,2022/11/22,11.0,7.0,21.0,88.0,9.0,51.0,531.0
Bretagne,2022/11/22,14.0,10.0,27.0,94.0,9.75,61.0,536.0
Normandie,2022/11/22,13.0,8.0,32.0,93.0,9.75,66.0,529.0
Occitanie,2022/11/22,14.5,9.5,19.5,87.0,9.1875,65.5,566.0
Provence-Alpes-Côte d'Azur,2022/11/22,17.0,11.0,32.0,67.0,10.0,25.0,566.0
Grand Est,2022/11/22,9.0,5.666666666666667,19.333333333333332,92.33333333333333,9.208333333333334,77.66666666666667,529.6666666666666
Hauts-de-France,2022/11/22,11.0,5.5,28.5,94.0,9.0625,62.5,521.5
Nouvelle-Aquitaine,2022/11/22,13.333333333333334,8.0,20.666666666666668,96.66666666666667,6.333333333333333,79.66666666666667,551.3333333333334
Auvergne-Rhône-Alpes,2022/11/22,10.5,4.0,9.0,93.5,9.0,64.5,553.5
Pays de la Loire,2022/11/22,16.0,10.0,29.0,94.0,10.0,67.0,543.0
Bourgogne-Franche-Comté,2022/11/22,9.5,6.0,18.5,93.5,9.0,79.5,542.0
Centre-Val de Loire,2022/11/22,12.0,6.0,23.0,91.0,8.875,61.0,537.0
Corse,2022/11/22,14.0,11.0,23.0,73.0,10.0,68.0,574.0
Île-de-France,2022/11/23,11.0,7.0,15.0,90.0,10.0,57.0,528.0
Bretagne,2022/11/23,13.0,7.0,30.0,94.0,10.0,75.0,534.0
Normandie,2022/11/23,13.0,6.0,28.0,95.0,9.625,68.0,526.0
Occitanie,2022/11/23,13.5,7.0,13.0,73.5,10.0,44.0,564.0
Provence-Alpes-Côte d'Azur,2022/11/23,14.0,10.0,32.0,71.0,10.0,13.0,564.0
Grand Est,2022/11/23,9.666666666666666,6.0,17.0,90.66666666666667,8.958333333333334,80.33333333333333,526.6666666666666
Hauts-de-France,2022/11/23,10.5,6.0,24.5,91.5,9.9375,63.0,518.5
Nouvelle-Aquitaine,2022/11/23,12.0,7.666666666666667,15.666666666666666,91.33333333333333,8.5,79.66666666666667,549.6666666666666
Auvergne-Rhône-Alpes,2022/11/23,9.0,1.5,7.0,91.5,9.5,51.0,551.5
Pays de la Loire,2022/11/23,14.0,9.0,26.0,92.0,9.875,78.0,540.0
Bourgogne-Franche-Comté,2022/11/23,9.0,3.5,10.5,95.5,9.0,72.0,539.0
Centre-Val de Loire,2022/11/23,11.0,8.0,14.0,91.0,10.0,75.0,535.0
Corse,2022/11/23,16.0,11.0,6.0,79.0,10.0,20.0,572.0
Île-de-France,2022/11/24,11.0,7.0,14.0,89.0,9.0,45.0,526.0
Bretagne,2022/11/24,13.0,7.0,14.0,93.0,9.875,50.0,531.0
Normandie,2022/11/24,11.0,7.0,17.0,94.0,9.25,65.0,524.0
Occitanie,2022/11/24,12.0,9.0,14.0,89.0,9.375,53.0,562.0
Provence-Alpes-Côte d'Azur,2022/11/24,17.0,12.0,31.0,65.0,10.0,42.0,563.0
Grand Est,2022/11/24,10.0,6.666666666666667,17.666666666666668,91.0,9.458333333333334,82.0,525.0
Hauts-de-France,2022/11/24,11.0,6.5,21.5,94.0,9.875,62.5,517.0
Nouvelle-Aquitaine,2022/11/24,11.333333333333334,6.666666666666667,12.666666666666666,90.0,7.75,67.0,548.0
Auvergne-Rhône-Alpes,2022/11/24,9.0,4.0,9.0,91.5,8.9375,60.5,549.5
Pays de la Loire,2022/11/24,14.0,9.0,18.0,90.0,9.875,62.0,538.0
Bourgogne-Franche-Comté,2022/11/24,10.5,6.0,14.5,95.0,8.1875,75.5,537.0
Centre-Val de Loire,2022/11/24,12.0,7.0,14.0,92.0,10.0,59.0,533.0
Corse,2022/11/24,17.0,13.0,10.0,90.0,10.0,86.0,570.0
Île-de-France,2022/11/25,11.0,7.0,10.0,92.0,10.0,46.0,524.0
Bretagne,2022/11/25,13.0,7.0,23.0,95.0,10.0,60.0,530.0
Normandie,2022/11/25,11.0,6.0,20.0,93.0,10.0,57.0,521.0
Occitanie,2022/11/25,15.0,6.5,13.0,73.5,10.0,26.0,560.5
Provence-Alpes-Côte d'Azur,2022/11/25,16.0,10.0,24.0,74.0,10.0,26.0,561.0
Grand Est,2022/11/25,10.0,6.0,7.0,90.66666666666667,9.333333333333334,50.333333333333336,523.0
Hauts-de-France,2022/11/25,11.0,6.5,16.5,94.0,9.5,59.5,514.5
Nouvelle-Aquitaine,2022/11/25,12.333333333333334,6.0,8.333333333333334,92.0,8.666666666666666,26.666666666666668,546.3333333333334
Auvergne-Rhône-Alpes,2022/11/25,8.5,2.5,6.5,97.0,6.875,52.5,547.5
Pays de la Loire,2022/11/25,14.0,8.0,20.0,93.0,10.0,66.0,536.0
Bourgogne-Franche-Comté,2022/11/25,10.0,4.0,9.0,93.5,10.0,37.5,535.5
Centre-Val de Loire,2022/11/25,11.0,6.0,9.0,94.0,10.0,45.0,531.0
Corse,2022/11/25,17.0,10.0,14.0,80.0,10.0,40.0,569.0
Île-de-France,2022/11/26,11.0,9.0,15.0,63.0,10.0,74.0,522.0
Bretagne,2022/11/26,14.0,11.0,27.0,94.0,7.125,96.0,528.0
Normandie,2022/11/26,12.0,10.0,32.0,93.0,8.75,95.0,520.0
Occitanie,2022/11/26,15.0,8.0,11.0,58.5,10.0,58.5,559.0
Provence-Alpes-Côte d'Azur,2022/11/26,16.0,13.0,17.0,63.0,10.0,37.0,560.0
Grand Est,2022/11/26,8.0,4.0,10.333333333333334,85.0,10.0,67.0,520.0
Hauts-de-France,2022/11/26,9.0,8.0,28.5,78.5,8.0,97.0,512.0
Nouvelle-Aquitaine,2022/11/26,12.666666666666666,6.666666666666667,12.666666666666666,72.0,10.0,37.0,543.6666666666666
Auvergne-Rhône-Alpes,2022/11/26,12.5,4.5,7.5,58.5,10.0,23.0,545.5
Pays de la Loire,2022/11/26,14.0,11.0,24.0,84.0,9.0,89.0,534.0
Bourgogne-Franche-Comté,2022/11/26,8.0,3.0,6.5,91.0,9.5,50.5,533.0
Centre-Val de Loire,2022/11/26,12.0,8.0,13.0,69.0,10.0,68.0,529.0
Corse,2022/11/26,16.0,9.0,11.0,56.0,10.0,6.0,567.0
Île-de-France,2022/11/27,11.0,9.0,15.0,84.0,9.375,68.0,520.0
Bretagne,2022/11/27,12.0,6.0,22.0,93.0,10.0,34.0,525.0
Normandie,2022/11/27,11.0,7.0,25.0,93.0,9.875,59.0,518.0
Occitanie,2022/11/27,10.5,8.5,14.5,90.5,8.9375,87.5,557.5
Provence-Alpes-Côte d'Azur,2022/11/27,13.0,12.0,18.0,73.0,8.0,77.0,557.0
Grand Est,2022/11/27,8.333333333333334,6.0,15.0,92.0,9.333333333333334,71.66666666666667,518.6666666666666
Hauts-de-France,2022/11/27,11.5,8.0,20.0,94.5,7.25,88.5,510.0
Nouvelle-Aquitaine,2022/11/27,12.0,7.333333333333333,15.0,93.0,8.125,69.66666666666667,542.3333333333334
Auvergne-Rhône-Alpes,2022/11/27,7.5,4.0,10.0,92.0,8.875,72.5,544.0
Pays de la Loire,2022/11/27,13.0,8.0,21.0,84.0,9.75,33.0,532.0
Bourgogne-Franche-Comté,2022/11/27,9.0,6.5,14.5,93.0,9.0,82.0,531.0
Centre-Val de Loire,2022/11/27,11.0,7.0,16.0,91.0,8.875,74.0,527.0
Corse,2022/11/27,15.0,9.0,10.0,79.0,10.0,40.0,566.0
Île-de-France,2022/11/28,12.0,7.0,7.0,83.0,10.0,41.0,518.0
Bretagne,2022/11/28,12.0,6.0,14.0,90.0,10.0,42.0,524.0
Normandie,2022/11/28,11.0,8.0,13.0,87.0,9.875,60.0,515.0
Occitanie,2022/11/28,11.5,7.0,18.5,81.0,10.0,53.5,555.5
Provence-Alpes-Côte d'Azur,2022/11/28,12.0,10.0,34.0,69.0,10.0,18.0,556.0
Grand Est,2022/11/28,9.0,6.0,8.333333333333334,93.33333333333333,8.333333333333334,79.33333333333333,516.3333333333334
Hauts-de-France,2022/11/28,10.0,4.5,7.5,90.5,9.5,31.5,508.0
Nouvelle-Aquitaine,2022/11/28,10.0,6.666666666666667,12.333333333333334,94.33333333333333,7.666666666666667,56.0,540.6666666666666
Auvergne-Rhône-Alpes,2022/11/28,5.5,3.5,11.0,96.5,5.4375,94.0,542.0
Pays de la Loire,2022/11/28,12.0,7.0,16.0,88.0,10.0,38.0,531.0
Bourgogne-Franche-Comté,2022/11/28,8.0,5.0,7.5,93.5,8.0,84.5,530.0
Centre-Val de Loire,2022/11/28,10.0,7.0,10.0,92.0,10.0,45.0,525.0
Corse,2022/11/28,13.0,7.0,16.0,82.0,8.875,66.0,564.0
Île-de-France,2022/11/29,10.0,5.0,8.0,91.0,10.0,20.0,516.0
Bretagne,2022/11/29,10.0,3.0,11.0,96.0,8.0,22.0,522.0
Normandie,2022/11/29,10.0,4.0,8.0,95.0,9.0,13.0,514.0
Occitanie,2022/11/29,11.5,4.5,13.0,76.0,10.0,36.5,554.0
Provence-Alpes-Côte d'Azur,2022/11/29,14.0,9.0,10.0,72.0,10.0,10.0,554.0
Grand Est,2022/11/29,7.666666666666667,3.6666666666666665,7.666666666666667,94.0,8.0,62.666666666666664,514.3333333333334
Hauts-de-France,2022/11/29,9.5,3.5,4.5,93.0,10.0,21.0,506.0
Nouvelle-Aquitaine,2022/11/29,10.666666666666666,3.3333333333333335,12.0,91.33333333333333,9.333333333333334,8.666666666666666,539.0
Auvergne-Rhône-Alpes,2022/11/29,7.0,3.0,8.5,95.5,7.375,86.0,540.5
Pays de la Loire,2022/11/29,10.0,4.0,15.0,94.0,10.0,11.0,529.0
Bourgogne-Franche-Comté,2022/11/29,8.5,4.0,14.0,95.0,7.0,51.0,527.5
Centre-Val de Loire,2022/11/29,9.0,4.0,9.0,94.0,10.0,28.0,523.0
Corse,2022/11/29,14.0,5.0,11.0,74.0,10.0,11.0,563.0
Île-de-France,2022/11/30,8.0,5.0,13.0,81.0,10.0,58.0,514.0
Bretagne,2022/11/30,8.0,2.0,19.0,94.0,8.0,15.0,520.0
Normandie,2022/11/30,10.0,3.0,13.0,92.0,10.0,22.0,511.0
Occitanie,2022/11/30,10.0,3.5,13.0,74.0,10.0,21.5,552.5
Provence-Alpes-Côte d'Azur,2022/11/30,11.0,10.0,13.0,83.0,8.0,82.0,553.0
Grand Est,2022/11/30,7.0,5.0,13.666666666666666,90.66666666666667,9.666666666666666,82.33333333333333,513.0
Hauts-de-France,2022/11/30,9.5,5.5,15.0,82.5,10.0,63.5,504.0
Nouvelle-Aquitaine,2022/11/30,10.666666666666666,3.0,15.333333333333334,93.0,8.5,29.333333333333332,537.3333333333334
Auvergne-Rhône-Alpes,2022/11/30,6.5,3.0,10.5,93.5,6.5,88.0,538.5
Pays de la Loire,2022/11/30,9.0,3.0,21.0,97.0,7.0,31.0,527.0
Bourgogne-Franche-Comté,2022/11/30,7.5,5.0,14.0,91.5,9.5,87.0,525.5
Centre-Val de Loire,2022/11/30,8.0,4.0,13.0,80.0,10.0,70.0,522.0
Corse,2022/11/30,12.0,7.0,8.0,75.0,10.0,60.0,562.0
Île-de-France,2022/12/01,7.0,4.0,16.0,83.0,10.0,74.0,512.0
Bretagne,2022/12/01,8.0,1.0,21.0,90.0,10.0,40.0,518.0
Normandie,2022/12/01,7.0,2.0,19.0,91.0,10.0,37.0,510.0
Occitanie,2022/12/01,8.5,4.0,13.5,83.5,9.375,41.0,551.0
Provence-Alpes-Côte d'Azur,2022/12/01,14.0,10.0,29.0,73.0,8.75,71.0,552.0
Grand Est,2022/12/01,5.333333333333333,1.6666666666666667,15.666666666666666,90.66666666666667,10.0,76.66666666666667,511.0
Hauts-de-France,2022/12/01,6.0,1.0,18.5,93.0,9.0,36.5,502.0
Nouvelle-Aquitaine,2022/12/01,8.0,3.0,14.666666666666666,87.0,10.0,42.0,536.0
Auvergne-Rhône-Alpes,2022/12/01,7.5,1.0,5.0,89.5,10.0,53.0,537.5
Pays de la Loire,2022/12/01,8.0,1.0,21.0,95.0,8.0,32.0,525.0
Bourgogne-Franche-Comté,2022/12/01,7.0,0.5,10.5,92.0,9.5,48.5,524.0
Centre-Val de Loire,2022/12/01,6.0,2.0,17.0,90.0,10.0,84.0,519.0
Corse,2022/12/01,14.0,7.0,10.0,71.0,10.0,29.0,560.0
Île-de-France,2022/12/02,3.0,1.0,15.0,86.0,10.0,99.0,510.0
Bretagne,2022/12/02,5.0,-1.0,21.0,93.0,10.0,56.0,517.0
Normandie,2022/12/02,4.0,1.0,22.0,88.0,10.0,68.0,508.0
Occitanie,2022/12/02,9.5,5.0,23.0,81.0,9.0,60.5,550.0
Provence-Alpes-Côte d'Azur,2022/12/02,12.0,11.0,46.0,82.0,7.75,79.0,551.0
Grand Est,2022/12/02,4.666666666666667,1.3333333333333333,14.666666666666666,89.33333333333333,9.666666666666666,88.33333333333333,509.3333333333333
Hauts-de-France,2022/12/02,1.5,-1.0,20.0,90.5,10.0,87.5,500.5
Nouvelle-Aquitaine,2022/12/02,5.666666666666667,1.3333333333333333,12.666666666666666,93.0,8.666666666666666,67.66666666666667,533.6666666666666
Auvergne-Rhône-Alpes,2022/12/02,5.0,1.0,4.0,92.5,8.8125,79.0,536.0
Pays de la Loire,2022/12/02,4.0,-1.0,21.0,93.0,10.0,63.0,524.0
Bourgogne-Franche-Comté,2022/12/02,6.0,2.0,8.5,97.0,7.5625,90.0,523.0
Centre-Val de Loire,2022/12/02,3.0,2.0,17.0,96.0,10.0,100.0,518.0
Corse,2022/12/02,16.0,11.0,10.0,75.0,10.0,76.0,559.0
Île-de-France,2022/12/03,5.0,1.0,12.0,82.0,10.0,63.0,509.0
Bretagne,2022/12/03,6.0,0.0,13.0,90.0,10.0,63.0,515.0
Normandie,2022/12/03,5.0,0.0,16.0,94.0,10.0,53.0,507.0
Occitanie,2022/12/03,8.5,6.0,12.0,94.5,7.625,75.0,548.5
Provence-Alpes-Côte d'Azur,2022/12/03,14.0,13.0,39.0,84.0,10.0,88.0,549.0
Grand Est,2022/12/03,5.0,-0.3333333333333333,14.0,92.0,9.333333333333334,64.33333333333333,507.6666666666667
Hauts-de-France,2022/12/03,4.5,-2.0,16.0,92.0,10.0,43.5,498.5
Nouvelle-Aquitaine,2022/12/03,7.333333333333333,4.0,6.666666666666667,91.33333333333333,9.208333333333334,77.66666666666667,532.6666666666666
Auvergne-Rhône-Alpes,2022/12/03,7.0,3.0,6.5,97.5,6.8125,87.5,534.5
Pays de la Loire,2022/12/03,5.0,1.0,13.0,89.0,10.0,84.0,522.0
Bourgogne-Franche-Comté,2022/12/03,5.5,1.0,8.0,90.5,10.0,88.0,521.5
Centre-Val de Loire,2022/12/03,5.0,1.0,12.0,90.0,10.0,78.0,517.0
Corse,2022/12/03,15.0,11.0,12.0,81.0,9.75,68.0,558.0
Île-de-France,2022/12/04,5.0,3.0,8.0,83.0,9.0,100.0,508.0
Bretagne,2022/12/04,8.0,4.0,12.0,80.0,10.0,55.0,514.0
Normandie,2022/12/04,6.0,4.0,9.0,85.0,10.0,72.0,505.0
Occitanie,2022/12/04,12.5,2.5,9.5,74.5,10.0,5.0,547.5
Provence-Alpes-Côte d'Azur,2022/12/04,15.0,10.0,9.0,77.0,9.875,12.0,548.0
Grand Est,2022/12/04,4.333333333333333,1.0,4.333333333333333,94.0,7.666666666666667,75.33333333333333,506.0
Hauts-de-France,2022/12/04,4.5,0.0,10.5,96.0,6.5,58.5,496.5
Nouvelle-Aquitaine,2022/12/04,9.0,1.6666666666666667,10.333333333333334,94.0,8.5,36.666666666666664,531.6666666666666
Auvergne-Rhône-Alpes,2022/12/04,8.0,2.0,5.5,93.0,10.0,37.0,533.5
Pays de la Loire,2022/12/04,9.0,5.0,16.0,86.0,10.0,71.0,521.0
Bourgogne-Franche-Comté,2022/12/04,6.0,4.0,14.0,97.0,7.0,80.5,520.0
Centre-Val de Loire,2022/12/04,6.0,4.0,5.0,92.0,9.0,93.0,515.0
Corse,2022/12/04,16.0,11.0,5.0,91.0,9.75,79.0,557.0
Île-de-France,2022/12/05,6.0,3.0,10.0,80.0,10.0,79.0,506.0
Bretagne,2022/12/05,8.0,1.0,17.0,95.0,7.0,11.0,513.0
Normandie,2022/12/05,6.0,0.0,14.0,95.0,9.0,23.0,503.0
Occitanie,2022/12/05,12.5,6.5,11.0,77.5,10.0,65.5,546.5
Provence-Alpes-Côte d'Azur,2022/12/05,13.0,10.0,7.0,54.0,10.0,66.0,547.0
Grand Est,2022/12/05,4.666666666666667,3.3333333333333335,9.666666666666666,93.66666666666667,9.0,94.66666666666667,505.0
Hauts-de-France,2022/12/05,6.5,2.5,11.5,96.5,8.375,48.5,495.0
Nouvelle-Aquitaine,2022/12/05,10.333333333333334,3.0,13.0,73.66666666666667,10.0,36.666666666666664,530.6666666666666
Auvergne-Rhône-Alpes,2022/12/05,7.0,-2.0,5.5,83.5,10.0,14.5,532.5
Pays de la Loire,2022/12/05,8.0,2.0,22.0,95.0,10.0,16.0,520.0
Bourgogne-Franche-Comté,2022/12/05,5.5,1.0,11.5,95.0,7.25,58.5,519.0
