event_id,time_id,line_id,stop_id,heure_theorique,heure_reelle,retard_s,annule,charge_estimee,vehicle_id
1166,25903.0,5,S1067,06:00:00,06:04:19,259.0,0,22,
1167,32950.0,12,S1075,21:00:00,21:01:02,62.0,0,37,
1168,15582.0,15,S1078,05:00:00,05:01:26,86.0,0,4,V00233
1169,32377.0,7,S1144,00:00:00,00:00:11,11.0,0,20,
1170,4898.0,14,S1014,01:00:00,00:59:39,-21.0,0,64,
1171,10998.0,1,S1041,05:00:00,05h03,207.0,0,55,
1172,33256.0,4,S1128,15:00:00,14:56:52,-188.0,0,39,
1173,17884.0,10,S1110,03:00:00,03:03:06,186.0,0,35,V00013
1174,9652.0,15,S1060,03:00:00,03:04:45,285.0,0,55,V00704
1175,33890.0,4,S1072,01:00:00,01:07:43,463.0,0,35,V00291
1176,16921.0,10,S1135,00:00:00,00:04:12,252.0,0,39,V00330
1177,15170.0,8,S1106,01:00:00,01:03:35,215.0,0,75,
1178,29611.0,5,S1135,18:00:00,18:12:01,721.0,0,41,
1179,3266.0,10,S1032,01h00,01:09:42,582.0,0,0,V00741
1180,3751.0,9,S1062,06:00:00,06:09:35,575.0,0,39,
1181,22674.0,11,S1145,17:00:00,16:53:24,-396.0,0,58,V00364
1182,31959.0,9,S1054,14:00:00,13:56:01,-239.0,0,32,
1183,13777.0,15,S1111,00:00:00,00:05:26,326.0,0,34,
1184,9117.0,7,S1009,20:00:00,20:00:00,0.0,0,40,
1185,7706.0,5,S1178,01:00:00,00:59:42,-18.0,0,53,
1186,21631.0,7,S1115,06:00:00,06:01:16,76.0,0,69,V00251
1187,14042.0,13,S1146,01h00,00:54:48,-312.0,0,52,
1188,18004.0,5,S1020,03:00:00,03:05:08,308.0,0,58,
1189,27171.0,8,S1083,02:00:00,02:04:23,263.0,0,65,V00635
1190,1019.0,10,S1127,10:00:00,10:01:56,116.0,0,52,V00511
1191,27353.0,4,S1149,16:00:00,15:58:07,-113.0,0,79,V00108
1192,16151.0,8,S1106,22:00:00,22:03:47,227.0,0,72,V00512
1193,16889.0,2,S1139,16:00:00,15:58:08,-112.0,0,0,V00749
1194,30656.0,11,S1014,07:00:00,07:07:09,429.0,0,39,
1195,9686.0,15,S1095,13:00:00,13:01:26,86.0,0,79,V00597
1196,24113.0,1,S1018,16h00,16:02:35,155.0,0,66,
1197,9666.0,8,S1028,17:00:00,17:01:29,89.0,0,40,
1198,10988.0,5,S1067,19:00:00,18:55:07,-293.0,0,26,V00126
1199,25677.0,14,S1164,20:00:00,20:03:46,226.0,0,27,V00873
1200,7785.0,12,S1032,08:00:00,08:01:14,74.0,0,44,V00523
1201;28772.0;9;S1108;19:00:00;19:07:16;436.0;0;76;V00639
1202,12464.0,1,S1061,07:00:00,07:03:58,238.0,0,45,V00257
1203,21529.0,14,S1136,00:00:00,23:58:40,-80.0,0,51,
1204,7687.0,7,S1123,06h00,06:09:22,562.0,0,29,
1205,4148.0,10,S1167,19:00:00,18:59:36,-24.0,0,24,
1206,18857.0,12,S1034,16:00:00,15:58:43,-77.0,0,42,V00735
1207,5080.0,14,S1089,15:00:00,15:00:05,5.0,0,28,
1208,28378.0,5,S1115,09:00:00,08:54:53,-307.0,0,36,V00203
1209,26535.0,9,S1137,14h00,14:02:51,171.0,0,64,V00719
1210,27301.0,3,S1058,12:00:00,11:52:36,-444.0,0,59,V00544
1211,4670.0,8,S1126,13:00:00,12:56:54,-186.0,0,55,
1212,17364.0,1,S1008,11:00:00,10:57:25,-155.0,0,33,V00900
1213,17261.0,5,S1045,04:00:00,04h06,361.0,0,39,
1214,1051.0,2,S1086,18:00:00,18:05:16,316.0,0,60,
1215,23070.0,13,S1143,05:00:00,05:00:57,57.0,0,55,
1216,26736.0,11,S1173,23:00:00,23:04:37,277.0,0,63,V00448
1217,15165.0,13,S1004,20:00:00,20:05:07,307.0,0,44,V00024
1218,34593.0,14,S1132,08:00:00,08:00:48,48.0,0,69,
1219,4207.0,13,S1125,06:00:00,05:58:20,-100.0,0,41,
1220,2468.0,13,S1044,19:00:00,19:00:15,15.0,0,56,V00385
1221,30263.0,4,S1019,22:00:00,21:54:18,-342.0,0,41,
1222,3975.0,9,S1110,14:00:00,14:04:20,260.0,0,45,
1223,21041.0,15,S1064,16:00:00,15:58:30,-90.0,0,58,
1224,12855.0,10,S1094,14:00:00,13:56:29,-211.0,0,61,
1225,21195.0,2,S1007,02:00:00,01:56:17,-223.0,0,22,
1226,12025.0,7,S1016,00:00:00,00:01:22,82.0,0,44,
1227,11800.0,10,S1118,15:00:00,15:03:51,231.0,0,50,V00649
1228,6667.0,3,S1025,18:00:00,17:59:16,-44.0,0,18,V00424
1229,2685.0,14,S1075,20:00:00,20:01:57,117.0,0,24,V00845
1230,14259.0,14,S1178,02:00:00,01:56:05,-235.0,0,24,
1231,27965.0,2,S1075,04:00:00,04:01:47,107.0,0,32,
1232,23945.0,3,S1054,16:00:00,15:56:39,-201.0,0,7,
1233,24000.0,14,S1065,23h00,23:00:05,5.0,0,68,V00543,"note multi
ligne"
1234,1187.0,8,S1072,10:00:00,10:09:33,573.0,0,60,
1235,33274.0,5,S1046,09:00:00,09:03:32,212.0,0,40,
1236,2568.0,4,S1177,23:00:00,22:59:13,-47.0,0,36,V00631
1237,21008.0,4,S1055,07:00:00,07:04:00,240.0,0,44,
1238,16244.0,11,S1089,19:00:00,18:54:00,-360.0,0,0,V00164
1239,16800.0,14,S1153,23:00:00,23:04:58,298.0,0,26,
1240,31044.0,2,S1071,11:00:00,11:01:09,69.0,0,46,
1241,25554.0,5,S1068,17:00:00,17:06:16,376.0,0,26,V00552
1242,8159.0,5,S1122,22:00:00,21:55:38,-262.0,0,12,V00210
1243,31934.0,10,S1102,13:00:00,13:02:56,176.0,0,56,V00885
1244,9992.0,3,S1000,07:00:00,07:04:51,291.0,0,61,
1245,22856.0,1,S1146,07:00:00,06:55:48,-252.0,0,33,V00647
1246,24532.0,3,S1080,03:00:00,03:07:08,428.0,0,81,
1247,28696.0,4,S1068,15:00:00,14:51:56,-484.0,0,79,
1248,9446.0,7,S1142,13:00:00,12:57:29,-151.0,0,56,V00547
1249,14985.0,7,S1079,08:00:00,08:03:54,234.0,0,46,V00654
1250,26719.0,15,S1043,06:00:00,06:04:53,293.0,0,32,
1251;14731.0;4;S1063;18:00:00;18:04:25;265.0;0;65;V00224
1252,34220.0,1,S1169,19h00,19:10:05,605.0,0,52,V00543
1253,9294.0,10,S1155,05:00:00,04:57:13,-167.0,0,58,
1254,28404.0,4,S1133,11h00,11:05:58,358.0,0,12,V00222
1255,14836.0,12,S1130,03:00:00,03:00:01,1.0,0,66,V00872
1256,1804.0,2,S1074,03:00:00,03h06,372.0,0,30,V00556
1257,2365.0,1,S1011,12:00:00,12:04:32,272.0,0,29,V00627
1258,11302.0,1,S1033,21:00:00,20:58:13,-107.0,0,70,V00601
1259,16373.0,15,S1111,04:00:00,03:58:27,-93.0,0,24,
1260,14828.0,10,S1097,19:00:00,19:00:22,22.0,0,17,
1261,31220.0,3,S1034,19:00:00,,nan,1,57,
1262,18733.0,13,S1066,12:00:00,12:04:34,274.0,0,60,V00878
1263,12347.0,1,S1128,10:00:00,09:58:41,-79.0,0,43,V00140
1264,26724.0,1,S1021,11:00:00,11:00:32,32.0,0,89,V00239
1265,9932.0,14,S1107,19:00:00,18:55:30,-270.0,0,0,V00759
1266,12470.0,15,S1013,13:00:00,13:01:29,89.0,0,35,
1267,25262.0,2,S1070,13:00:00,13:04:03,243.0,0,32,V00643
1268,27384.0,5,S1173,23:00:00,23:01:27,87.0,0,58,
1269,9524.0,8,S1033,19h00,19:01:07,67.0,0,78,
1270,18142.0,11,S1108,21:00:00,20:54:43,-317.0,0,16,
1271,5449.0,12,S1173,00:00:00,00:01:01,61.0s,0,78,
1272,29894.0,11,S1047,13:00:00,,nan,1,50,V00830
1273,18515.0,14,S1071,10:00:00,09:57:55,-125.0,0,33,V00356
1274,5457.0,11,S1055,08:00:00,08:01:58,118.0,0,63,
1275,1218.0,2,S1045,17:00:00,16:58:45,-75.0,0,49,
1276,1238.0,5,S1115,13:00:00,13:00:32,32.0,0,54,V00186
1277,33316.0,5,S1053,03:00:00,03h00,48.0,0,48,V00324
1278,27357.0,13,S1166,20:00:00,20:04:56,296.0,0,27,
1279,12143.0,1,S1102,22:00:00,21:53:19,-401.0,0,95,
1280,16363.0,1,S1014,18:00:00,18:00:39,39.0,0,54,
1281,75.0,1,S1058,02:00:00,02:00:37,37.0,0,47,V00618
1282,28316.0,3,S1060,19:00:00,19:03:23,203.0,0,97,V00323
1283,27795.0,3,S1007,02:00:00,01:59:25,-35.0,0,27,V00200
1284,1141.0,11,S1176,12:00:00,11:59:39,-21.0,0,42,V00224
1285,20651.0,1,S1167,10:00:00,10:01:47,107.0,0,49,V00797
1286,9062.0,7,S1048,13h00,12:55:16,-284.0,0,34,
1287,3502.0,13,S1000,21:00:00,21:00:05,5.0,0,55,V00200
1288,22490.0,13,S1004,01:00:00,01:01:57,117.0,0,48,V00100
1289,32700.0,5,S1132,11:00:00,10:57:47,-133.0,0,43,
1290,10456.0,12,S1043,15:00:00,15:04:39,279.0,0,14,
1291,13224.0,2,S1092,23:00:00,23:09:35,575.0,0,62,
1292,24499.0,15,S1074,18:00:00,18:03:53,233.0,0,65,V00138
1293,28095.0,9,S1057,14:00:00,13:59:32,-28.0,0,101,
1294,138.0,1,S1098,17:00:00,17:06:36,396.0,0,35,
1295,33962.0,12,S1106,01:00:00,00:59:00,-60.0,0,94,V00246
1296,31855.0,15,S1013,06:00:00,06:01:11,71.0,0,48,V00136
1297,10103.0,5,S1022,22:00:00,22:00:23,23.0,0,45,V00745
1298,27746.0,15,S1008,01:00:00,00:59:52,-8.0,0,41,
1299,5800.0,5,S1174,15:00:00,15:04:50,290.0,0,55,
1300,7686.0,3,S1152,05:00:00,05:03:47,227.0,0,52,
1301;34607.0;3;S1070;22:00:00;22:05:14;314.0;0;55;V00091
1302,15510.0,9,S1109,05:00:00,05:06:27,387.0,0,2,
1303,28529.0,10,S1156,16:00:00,15:55:03,-297.0,0,108,
1304,20937.0,12,S1115,08:00:00,08:05:20,320.0,0,69,
1305,28928.0,14,S1014,07:00:00,06:55:38,-262.0,0,23,
1306,21614.0,14,S1068,13:00:00,13:00:17,17.0,0,84,V00266
1307,1558.0,14,S1081,21:00:00,20:59:13,-47.0,0,39,V00398
1308,20918.0,11,S1177,13:00:00,12:59:50,-10.0,0,50,
1309,1655.0,13,S1071,22:00:00,21:58:02,-118.0,0,56,V00100
1310,8002.0,9,S1176,09:00:00,09:00:28,28.0,0,65,V00446,"note multi
ligne"
1311,34148.0,12,S1004,19:00:00,18:56:18,-222.0,0,49,V00853
1312,30197.0,10,S1074,04:00:00,03:59:11,-49.0,0,34,V00432
1313,29208.0,4,S1015,23:00:00,23:01:33,93.0,0,49,
1314,12327.0,2,S1060,14:00:00,13:56:29,-211.0,0,66,
1315,32164.0,14,S1078,03:00:00,02:59:51,-9.0,0,70,V00557
1316,25763.0,12,S1125,10:00:00,10:02:59,179.0,0,49,
1317,6504.0,12,S1012,23:00:00,23:00:58,58.0,0,45,V00809
1318,24182.0,8,S1006,13h00,13:02:10,130.0,0,56,V00722
1319,34259.0,5,S1153,10:00:00,09:57:05,-175.0,0,43,V00130
1320,26490.0,13,S1162,17:00:00,17:02:33,153.0,0,31,V00206
1321,33712.0,11,S1099,15:00:00,15:01:34,94.0,0,6,V00413
1322,32381.0,14,S1157,04:00:00,03:58:34,-86.0,0,20,V00644
1323,32938.0,7,S1135,09:00:00,09:02:00,120.0,0,44,
1324,14705.0,2,S1103,16:00:00,15:57:59,-121.0,0,81,
1325,9418.0,1,S1138,09:00:00,09:09:59,599.0,0,60,V00702
1326,13516.0,3,S1124,03:00:00,03:01:42,102.0,0,50,
1327,33003.0,3,S1027,02:00:00,01:52:45,-435.0,0,48,
1328,4117.0,15,S1158,12:00:00,12:00:02,2.0,0,64,
1329,8267.0,8,S1010,10:00:00,10:04:59,299.0,0,54,
1330,18053.0,3,S1039,04:00:00,04:02:40,160.0,0,28,V00819
1331,21857.0,10,S1169,16:00:00,16:01:08,68.0,0,59,V00019
1332,17161.0,3,S1155,00:00:00,00:03:38,218.0,0,60,
1333,11971.0,15,S1156,18:00:00,18:07:21,441.0,0,58,
1334,26357.0,2,S1064,04:00:00,04:04:51,291.0,0,24,V00099
1335,24985.0,11,S1009,00:00:00,00:04:19,259.0,0,40,
1336,23496.0,13,S1053,23:00:00,23:02:30,150.0,0,49,V00206
1337,34068.0,2,S1112,11:00:00,11:01:05,65.0,0,51,V00584
1338,8364.0,2,S1149,11:00:00,10:59:42,-18.0,0,34,
1339,9055.0,5,S1020,06:00:00,06:03:04,184.0,0,75,V00699
1340,23890.0,11,S1025,09:00:00,09:05:14,314.0,0,58,
1341,9417.0,4,S1051,08:00:00,08:08:00,480.0,0,62,V00367
1342,2571.0,11,S1008,02:00:00,02:04:56,296.0,0,47,V00841
1343,12441.0,3,S1086,08:00:00,08:01:42,102.0,0,50,
1344,29141.0,15,S1144,04:00:00,,nan,1,47,V00370
1345,19152.0,7,S1143,23:00:00,23:10:07,607.0,0,48,V00119
1346,12561.0,7,S1071,08:00:00,08:00:25,25.0,0,30,V00722
1347,6015.0,15,S1155,14:00:00,14:03:17,197.0,0,33,
1348,9485.0,2,S1077,04:00:00,03:58:04,-116.0,0,37,
1349,29374.0,13,S1122,21:00:00,21:00:29,29.0,0,30,V00518
1350,7668.0,13,S1105,11:00:00,10:58:19,-101.0,0,90,V00650
1351;996.0;10;S1011;11:00:00;10:58:45;-75.0;0;57;V00777
1352,28253.0,11,S1153,04:00:00,03:59:51,-9.0,0,70,
1353,7133.0,11,S1077,04:00:00,04:05:26,326.0,0,79,V00352
1354,2652.0,7,S1034,11:00:00,11:01:36,96.0,0,20,
1355,22192.0,1,S1027,15:00:00,15:04:46,286.0,0,43,
1356,15920.0,1,S1027,07:00:00,06:54:32,-328.0,0,26,V00515
1357,32905.0,3,S1132,00:00:00,00:00:24,24.0,0,12,
1358,31732.0,11,S1140,03:00:00,03:00:52,52.0,0,27,
1359,10525.0,2,S1094,12:00:00,11:51:43,-497.0,0,26,V00703
1360,11062.0,1,S1143,21:00:00,20:54:55,-305.0,0,63,
1361,30276.0,8,S1146,11h00,11:04:47,287.0,0,54,V00853
1362,16514.0,12,S1177,01:00:00,01:05:26,326.0,0,63,
1363,24220.0,10,S1016,03:00:00,03:05:09,309.0,0,40,V00194
1364,31271.0,5,S1008,22:00:00,22:05:40,340.0,0,34,
1365,14763.0,13,S1086,02:00:00,01:57:19,-161.0,0,10,
1366,34391.0,2,S1017,22:00:00,21:50:40,-560.0,0,39,V00823
1367,16629.0,11,S1148,20:00:00,19h58,-94.0,0,60,V00073
1368,26083.0,9,S1101,18:00:00,18:05:23,323.0,0,68,V00494
1369,21719.0,12,S1072,22:00:00,22:05:19,319.0,0,62,
1370,9278.0,12,S1022,13:00:00,12:58:35,-85.0,0,69,
1371,11541.0,15,S1104,20:00:00,20:09:02,542.0,0,40,
1372,24957.0,4,S1094,20:00:00,20:03:51,231.0,0,67,V00109
1373,6401.0,10,S1164,16:00:00,16:04:36,276.0,0,68,
1374,26218.0,10,S1142,09:00:00,08:59:03,-57.0,0,33,V00025
1375,18462.0,14,S1090,05:00:00,05:01:21,81.0,0,37,V00039
1376,27794.0,2,S1124,01:00:00,01:01:09,69.0,0,81,V00781
1377,7161.0,4,S1044,08:00:00,08:01:57,117.0,0,56,V00565
1378,24272.0,4,S1003,07:00:00,07:00:50,50.0,0,32,
1379,31200.0,1,S1051,23:00:00,23:02:07,127.0,0,66,
1380,23745.0,8,S1064,08:00:00,08:07:48,468.0,0,68,
1381,33179.0,5,S1049,10:00:00,09:59:03,-57.0,0,48,
1382,13496.0,13,S1167,07:00:00,07:04:49,289.0,0,9,V00629
1383,34620.0,15,S1027,11:00:00,11:04:04,244.0,0,55,
1384,17679.0,2,S1007,14:00:00,14h03,212.0,0,28,
1385,33345.0,5,S1083,08:00:00,,nan,1,38,V00528
1386,22981.0,14,S1041,12h00,11:58:43,-77.0,0,45,
1387,8683.0,11,S1148,18:00:00,18:05:00,300.0,0,95,,"note multi
ligne"
1388,32830.0,7,S1084,21:00:00,21:02:20,140.0,0,21,
1389,8223.0,13,S1037,14:00:00,14:08:04,484.0,0,47,V00583
1390,7265.0,5,S1108,16:00:00,15:58:46,-74.0,0,48,V00493
1391,27017.0,12,S1051,16:00:00,16:03:25,205.0,0,69,V00151
1392,9159.0,4,S1104,14:00:00,13:58:43,-77.0,0,69,
1393,30871.0,9,S1010,06:00:00,05:58:00,-120.0,0,13,
1394,30450.0,5,S1040,17:00:00,17:06:46,406.0,0,15,V00195
1395,31771.0,1,S1080,18:00:00,18:03:41,221.0,0,28,V00189
1396,9301.0,14,S1148,12:00:00,12:02:14,134.0,0,41,
1397,24349.0,9,S1132,12:00:00,12:04:14,254.0,0,40,
1398,18311.0,10,S1129,22:00:00,21:58:41,-79.0,0,78,V00118
1399,1936.0,9,S1059,15:00:00,15:12:23,743.0,0,49,
1400,5343.0,5,S1165,14:00:00,13:57:22,-158.0,0,17,V00209
1401;8123.0;14;S1171;10:00:00;10:05:00;300.0;0;55;
1402,30627.0,13,S1130,02:00:00,02:04:33,273.0,0,61,
1403,8692.0,2,S1159,03:00:00,02:59:29,-31.0,0,9,V00177
1404,20798.0,3,S1170,13:00:00,13:03:50,230.0,0,54,
1405,27176.0,8,S1054,07:00:00,07:04:46,286.0,0,61,V00861
1406,21751.0,13,S1019,06:00:00,06:02:55,175.0,0,43,
1407,16564.0,2,S1059,03:00:00,03:05:59,359,0,0,45,V00162
1408,10154.0,4,S1079,01:00:00,00:54:07,-353.0,0,37,V00290
1409,18448.0,1,S1091,15:00:00,15:00:56,56.0,0,60,V00690
1410,19412.0,7,S1034,19:00:00,19:08:49,529.0,0,67,V00098
1411,33707.0,11,S1139,10:00:00,10:01:01,61.0,0,18,
1412,7248.0,10,S1055,23:00:00,23:04:33,273.0,0,70,
1413,27967.0,5,S1025,06:00:00,06:01:24,84.0,0,27,
1414,10821.0,3,S1052,20:00:00,20:08:05,485.0,0,71,
1415,3691.0,3,S1020,18h00,18:06:28,388.0,0,53,
1416,23913.0,1,S1140,08h00,08:00:56,56.0,0,56,V00594
1417,9714.0,4,S1089,17:00:00,17:05:00,300.0,0,61,
1418,32440.0,9,S1126,15:00:00,14:57:22,-158.0,0,34,
1419,1169.0,5,S1086,16:00:00,16:05:32,332.0,0,36,
1420,24854.0,14,S1152,13:00:00,12:58:00,-120.0,0,40,V00064
1421,32667.0,4,S1032,02:00:00,02:02:50,170.0,0,67,
1422,27880.0,12,S1077,15:00:00,15:01:03,63.0,0,24,
1423,33402.0,14,S1005,17:00:00,17:00:00,0.0,0,74,V00138
1424,21852.0,7,S1066,11:00:00,10:59:35,-25.0,0,72,
1425,15834.0,14,S1143,17:00:00,17:04:44,284.0,0,46,
1426,3661.0,12,S1166,12:00:00,12:03:01,181.0,0,40,
1427,508.0,13,S1037,03:00:00,03:05:28,328.0,0,25,
1428,3160.0,1,S1056,15:00:00,15:09:08,548.0,0,51,V00698
1429,4431.0,4,S1173,14:00:00,14:02:27,147.0,0,18,
1430,19097.0,8,S1050,16:00:00,16:01:49,109.0,0,65,
1431,15492.0,14,S1045,11:00:00,11:00:47,47.0,0,38,V00474
1432,11171.0,5,S1159,10:00:00,10:09:17,557.0,0,38,V00080
1433,25591.0,10,S1039,06:00:00,06:02:35,155.0,0,54,
1434,1005.0,2,S1003,20:00:00,20:04:49,289.0,0,45,
1435,8676.0,9,S1103,11:00:00,11:02:03,123.0,0,38,
1436,33411.0,13,S1085,02:00:00,01:57:04,-176.0,0,34,V00784
1437,20581.0,7,S1020,12:00:00,12:11:30,690.0,0,75,
1438,18920.0,7,S1076,07:00:00,07:11:38,698.0,0,35,V00100
1439,3713.0,8,S1056,16:00:00,16:02:16,136.0,0,84,
1440,10063.0,7,S1175,06:00:00,06:04:07,247.0,0,47,V00335
1441,7926.0,5,S1119,05:00:00,05:05:05,305.0,0,21,V00401
1442,33045.0,7,S1034,20:00:00,20:03:07,187.0,0,58,
1443,7954.0,5,S1173,09:00:00,09:03:28,208.0,0,75,
1444,31406.0,1,S1163,13:00:00,13:01:35,95.0,0,63,V00479
1445,22629.0,5,S1032,20:00:00,19:57:55,-125.0,0,48,
1446,10867.0,7,S1067,18:00:00,18:00:01,1.0,0,36,
1447,6483.0,12,S1134,02:00:00,02:03:35,215.0,0,9,V00437
1448,11746.0,8,S1064,09:00:00,09:04:59,299.0,0,69,
1449,34033.0,5,S1087,00:00:00,00:05:38,338.0,0,8,V00528
1450,8242.0,4,S1089,09:00:00,08:52:47,-433.0,0,45,V00364
1451;30864.0;3;S1074;23:00:00;23:03:16;196.0;0;34;V00441
1452,26188.0,11,S1134,03:00:00,02:57:35,-145.0,0,38,
1453,28259.0,12,S1116,10:00:00,10:02:01,121.0,0,36,V00216
1454,29216.0,14,S1002,07:00:00,07:02:29,149.0,0,30,
1455,26001.0,14,S1084,08:00:00,08:03:02,182.0,0,41,V00616
1456,17268.0,1,S1085,11:00:00,11:00:45,45.0,0,7,V00383
1457,2616.0,9,S1117,23:00:00,23:01:22,82.0,0,22,V00014
1458,18990.0,13,S1047,05:00:00,04:59:34,-26.0,0,72,V00650
1459,32051.0,11,S1134,10:00:00,10h09,575.0,0,45,V00718
1460,23115.0,3,S1097,02:00:00,02:01:00,60.0,0,28,V00042
1461,27571.0,13,S1164,18:00:00,18:01:53,113.0,0,87,
1462,17153.0,10,S1062,16:00:00,16:01:12,72.0,0,51,
1463,29160.0,11,S1137,23:00:00,22:58:30,-90.0,0,11,V00865
1464,8281.0,1,S1003,00:00:00,00:12:10,730.0,0,35,,"note multi
ligne"
1465,10222.0,13,S1033,21:00:00,21:06:54,414.0,0,35,
1466,30972.0,5,S1046,11:00:00,11:01:18,78.0,0,59,V00206
1467,2012.0,7,S1142,19:00:00,19:03:40,220.0,0,12,
1468,20194.0,12,S1074,09h00,09:06:24,384.0,0,66,V00186
1469,30137.0,15,S1056,16:00:00,15:57:58,-122.0,0,42,V00418
1470,31908.0,1,S1038,11:00:00,10:58:56,-64.0,0,57,V00465
1471,28120.0,15,S1077,15:00:00,15:10:38,638.0,0,32,V00369
1472,17101.0,5,S1102,12:00:00,11:58:28,-92.0,0,27,
1473,21394.0,5,S1054,09:00:00,09:10:46,646.0,0,43,V00758
1474,23907.0,2,S1116,02:00:00,01:58:59,-61.0,0,61,V00380
1475,27350.0,9,S1164,13:00:00,13:02:24,144.0,0,28,
1476,32035.0,8,S1010,18:00:00,17:59:26,-34.0,0,22,
1477,5113.0,7,S1108,00:00:00,00:06:41,401.0,0,28,
1478,30807.0,5,S1011,14:00:00,14:03:10,190.0,0,77,
1479,14670.0,3,S1041,05:00:00,05h05,326.0,0,44,V00416
1480,28713.0,1,S1110,08:00:00,08:10:16,616.0,0,78,V00200
1481,12135.0,14,S1071,14:00:00,14:05:33,333.0,0,29,V00620
1482,10847.0,11,S1024,22:00:00,21:56:19,-221.0,0,56,V00170
1483,26331.0,10,S1133,02:00:00,02h02,134.0,0,62,V00098
1484,15370.0,1,S1075,09:00:00,09:06:04,364.0,0,75,
1485,27146.0,9,S1176,01:00:00,00:55:15,-285.0,0,47,
1486,17901.0,1,S1126,20:00:00,20:08:41,521.0,0,53,V00525
1487,32496.0,5,S1140,23:00:00,23h01,117.0,0,45,V00812
1488,6406.0,9,S1045,21:00:00,21:01:27,87.0,0,27,
1489,18234.0,7,S1073,17:00:00,17:04:48,288.0,0,48,V00016
1490,8130.0,14,S1114,17:00:00,17:00:21,21.0,0,16,
1491,12429.0,7,S1139,20:00:00,20:02:40,160.0,0,48,V00332
1492,21096.0,4,S1061,23:00:00,22:56:40,-200.0,0,29,V00087
1493,13567.0,14,S1098,06:00:00,05:57:51,-129.0,0,46,
1494,34232.0,14,S1057,07:00:00,06:58:33,-87.0,0,28,V00821
1495,10932.0,7,S1052,11:00:00,11:02:08,128.0,0,48,
1496,26033.0,3,S1110,16:00:00,16:01:43,103.0,0,56,V00863
1497,33298.0,8,S1067,09:00:00,09:06:39,399.0,0,8,V00722
1498,31584.0,5,S1168,23:00:00,22:56:42,-198.0,0,37,
1499,3753.0,4,S1108,08:00:00,07:58:57,-63.0,0,92,
1500,17718.0,5,S1112,05:00:00,05:00:30,30.0,0,42,
1501;12701.0;3;S1051;04:00:00;04:06:28;388.0;0;28;V00897
1502,31063.0,5,S1158,06:00:00,05:59:48,-12.0,0,24,
1503,9106.0,1,S1131,09:00:00,09:06:13,373.0,0,53,
1504,32826.0,15,S1140,17:00:00,16:59:22,-38.0,0,53,V00882
1505,3532.0,13,S1099,03:00:00,,nan,1,42,V00645
1506,27862.0,7,S1178,21:00:00,21:05:40,340.0,0,49,
1507,9520.0,9,S1022,15:00:00,15:02:30,150.0,0,33,V00415
1508,7714.0,13,S1099,09:00:00,09:01:08,68.0,0,52,
1509,11049.0,14,S1099,08:00:00,08:01:41,101.0,0,64,V00584
1510,13805.0,12,S1123,04:00:00,03:54:03,-357.0,0,46,V00614
1511,16239.0,8,S1172,14:00:00,13:55:41,-259.0,0,67,
1512,19320.0,8,S1008,23:00:00,23:00:16,16.0,0,36,V00196
1513,32147.0,14,S1062,10h00,10:07:13,433.0,0,42,V00517
1514,10488.0,5,S1125,23:00:00,23:05:01,301.0,0,28,
1515,1133.0,2,S1108,04:00:00,04:05:13,313.0,0,56,
1516,26294.0,14,S1043,13:00:00,13:06:40,400.0,0,50,V00599
1517,646.0,12,S1029,21:00:00,21:06:37,397.0,0,40,
1518,8996.0,11,S1039,19:00:00,19:05:45,345.0,0,60,V00350
1519,10372.0,1,S1024,03:00:00,03:02:36,156.0,0,62,V00825
1520,10194.0,14,S1140,17:00:00,16:59:31,-29.0,0,28,
1521,24342.0,8,S1041,05:00:00,05:02:27,147.0,0,44,V00781
1522,35024.0,9,S1082,07:00:00,07:04:51,291.0,0,61,V00265
1523,26334.0,1,S1035,05:00:00,04:59:18,-42.0,0,62,
1524,6340.0,2,S1139,03:00:00,03:01:25,85.0,0,16,V00287
1525,5253.0,10,S1171,20:00:00,19:54:46,-314.0,0,59,
1526,12639.0,9,S1102,14:00:00,14:09:29,569.0,0,55,
1527,3558.0,15,S1128,05:00:00,04:57:14,-166.0,0,80,
1528,23935.0,7,S1012,06:00:00,05:57:20,-160.0,0,48,
1529,4927.0,5,S1046,06:00:00,06:03:35,215.0,0,70,
1530,4632.0,15,S1004,23:00:00,23:06:13,373.0,0,40,V00120
1531,32557.0,15,S1147,12h00,11:55:59,-241.0,0,42,V00763
1532,1751.0,11,S1052,22:00:00,22:03:06,186.0,0,55,
1533,26703.0,8,S1078,14:00:00,14:09:09,549.0,0,50,
1534,13428.0,2,S1150,11:00:00,11:00:58,58.0,0,23,V00761
1535,3319.0,8,S1003,06:00:00,06:07:27,447.0,0,19,
1536,109.0,3,S1009,12:00:00,11:58:43,-77.0,0,45,V00797
1537,26115.0,5,S1140,02:00:00,02:09:21,561.0,0,39,V00164
1538,6792.0,5,S1016,23:00:00,23:03:12,192.0,0,21,V00835
1539,3293.0,14,S1179,04:00:00,04:06:47,407.0,0,32,
1540,15119.0,3,S1133,22:00:00,22:01:44,104.0,0,48,
1541,376.0,11,S1132,15:00:00,15:11:34,694.0,0,49,,"note multi
ligne"
1542,26370.0,2,S1148,17:00:00,17:01:48,108.0,0,53,
1543,17930.0,4,S1166,01:00:00,00:57:22,-158.0,0,51,
1544,19878.0,3,S1010,05:00:00,04:55:16,-284.0,0,80,
1545,25835.0,14,S1004,10:00:00,09:53:19,-401.0,0,71,V00416
