25/01/2020 13:00 | zone=1 | sensor=AQ-03 | pm25=NA | no2=20.12
17/07/2020 00:00 | zone=999 | sensor=AQ-03 | pm25=NA | no2=40,7
27/09/2021 23:00 | zone=9 | sensor=AQ-99 | pm25=-5 | no2=-1
14/02/2022 12:00 | zone=7 | sensor=AQ-02 | pm25= | no2=-1
13/05/2021 23:00 | zone=3 | sensor=AQ-03 | pm25= | no2=-1
30/09/2021 00:00 | zone=9 | sensor=AQ-99 | pm25= | no2=-1
08/04/2020 15:00 | zone=8 | sensor=AQ-02 | pm25=17.93 | no2=-1
03/04/2020 19:00 | zone=2 | sensor=AQ-02 | pm25=16.61 | no2=9.97
30/11/2019 20:00 | zone=999 | sensor=AQ-03 | pm25= | no2=40,7
25/09/2020 14:00 | zone=3 | sensor=AQ-01 | pm25= | no2=
16/10/2022 11:00 | zone=7 | sensor=AQ-99 | pm25=NA | no2=40,7
21/12/2019 22:00 | zone=10 | sensor=AQ-03 | pm25= | no2=48.15
10/12/2021 12:00 | zone=9 | sensor=AQ-99 | pm25=12,3 | no2=-1
14/11/2022 06:00 || zone=10 || sensor=AQ-02 || pm25=-5 || no2=N/A
20/12/2021 02:00 | zone=2 | sensor=AQ-02 | pm25=31.05 | no2=40,7
13/02/2020 21:00 | zone=6 | sensor=AQ-99 | pm25= | no2=-1
19/09/2019 04:00 | zone=2 | sensor=AQ-01 | pm25=-5 | no2=-1
25/10/2021 11:00 | zone=9 | sensor=AQ-01 | pm25=12,3 | no2=19.95
18/01/2021 09:00 | zone=8 | sensor=AQ-01 | pm25= | no2=N/A
15/03/2021 03:00 | zone=999 | sensor=AQ-02 | pm25= | no2=
21/10/2020 09:00 | zone=8 | sensor=AQ-03 | pm25=22.53 | no2=N/A
01/06/2019 06:00 | zone=2 | sensor=AQ-03 | pm25= | no2=N/A
16/11/2022 15:00 | zone=7 | sensor=AQ-03 | pm25= | no2=40,7
10/05/2019 21:00 | zone=7 | sensor=AQ-01 | pm25= | no2=-1
22/05/2021 01:00 | zone=7 | sensor=AQ-99 | pm25=12,3 | no2=68.32
12/04/2021 16:00 | zone=2 | sensor=AQ-01 | pm25= | no2=5.86
08/07/2021 06:00 | zone=3 | sensor=AQ-03 | pm25= | no2=N/A
17/03/2021 01:00 | zone=8 | sensor=AQ-99 | pm25=-5 | no2=
06/02/2022 08:00 | zone=3 | sensor=AQ-02 | pm25=18.21 | no2=40,7
26/09/2021 10:00 | zone=4 | sensor=AQ-02 | pm25=-5 | no2=N/A
07/07/2019 19:00 | zone=4 | sensor=AQ-02 | pm25= | no2=N/A
29/04/2022 12:00 | zone=10 | sensor=AQ-03 | pm25=20.71 | no2=
02/02/2019 07:00 | zone=10 | sensor=AQ-99 | pm25=NA | no2=40,7
17/05/2021 08:00 | zone=3 | sensor=AQ-01 | pm25= | no2=
09/01/2021 01:00 | zone=2 | sensor=AQ-01 | pm25= | no2=30.82
29/01/2022 00:00 | zone=999 | sensor=AQ-02 | pm25=15.61 | no2=N/A
15/07/2022 19:00 | zone=10 | sensor=AQ-02 | pm25= | no2=
23/12/2020 18:00 | zone=4 | sensor=AQ-02 | pm25=12,3 | no2=40,7
16/04/2021 13:00 | zone=4 | sensor=AQ-03 | pm25=NA | no2=N/A
04/01/2020 21:00 | zone=8 | sensor=AQ-03 | pm25=12,3 | no2=40,7
05/04/2020 10:00 | zone=1 | sensor=AQ-01 | pm25=13.49 | no2=-1
02/10/2020 02:00 | zone=9 | sensor=AQ-99 | pm25=24.22 | no2=
13/07/2021 05:00 | zone=1 | sensor=AQ-01 | pm25=12,3 | no2=
07/02/2020 18:00 | zone=6 | sensor=AQ-99 | pm25=23.39 | no2=
05/12/2022 22:00 | zone=5 | sensor=AQ-01 | pm25= | no2=N/A
09/12/2021 08:00 | zone=3 | sensor=AQ-03 | pm25=-5 | no2=N/A
24/12/2020 13:00 | zone=10 | sensor=AQ-01 | pm25= | no2=N/A
04/01/2021 07:00 | zone=1 | sensor=AQ-02 | pm25=-5 | no2=-1
21/04/2022 14:00 | zone=9 | sensor=AQ-02 | pm25= | no2=29.04
26/12/2020 10:00 | zone=7 | sensor=AQ-03 | pm25= | no2=32.47
24/10/2021 14:00 | zone=999 | sensor=AQ-99 | pm25=12,3 | no2=N/A
10/08/2020 09:00 | zone=2 | sensor=AQ-02 | pm25=-5 | no2=N/A
21/12/2022 16:00 | zone=2 | sensor=AQ-99 | pm25=-5 | no2=73.69
08/05/2020 20:00 | zone=8 | sensor=AQ-02 | pm25= | no2=-1
31/12/2021 04:00 | zone=8 | sensor=AQ-02 | pm25= | no2=
18/02/2020 00:00 | zone=7 | sensor=AQ-01 | pm25=-5 | no2=-1
12/10/2021 18:00 | zone=7 | sensor=AQ-01 | pm25=NA | no2=
31/12/2022 21:00 | zone=6 | sensor=AQ-03 | pm25=NA | no2=-1
13/04/2022 22:00 | zone=7 | sensor=AQ-02 | pm25=-5 | no2=40,7
13/02/2019 01:00 | zone=9 | sensor=AQ-01 | pm25=NA | no2=
09/07/2022 21:00 | zone=10 | sensor=AQ-99 | pm25=17.62 | no2=N/A
25/04/2019 03:00 | zone=1 | sensor=AQ-01 | pm25=NA | no2=
09/02/2020 15:00 | zone=10 | sensor=AQ-03 | pm25= | no2=N/A
02/08/2022 21:00 | zone=4 | sensor=AQ-02 | pm25=12,3 | no2=16.11
26/02/2020 23:00 | zone=5 | sensor=AQ-99 | pm25=-5 | no2=N/A
01/10/2020 23:00 | zone=3 | sensor=AQ-01 | pm25=NA | no2=
11/02/2020 10:00 | zone=8 | sensor=AQ-99 | pm25=12,3 | no2=N/A
13/10/2022 08:00 | zone=10 | sensor=AQ-99 | pm25=-5 | no2=
06/03/2020 02:00 | zone=1 | sensor=AQ-02 | pm25=-5 | no2=40,7
18/10/2019 10:00 | zone=10 | sensor=AQ-02 | pm25= | no2=50.12
10/10/2021 15:00 | zone=1 | sensor=AQ-99 | pm25=12,3 | no2=40,7
16/11/2021 20:00 | zone=7 | sensor=AQ-99 | pm25=-5 | no2=-1
14/07/2019 02:00 | zone=1 | sensor=AQ-03 | pm25=NA | no2=48.32
05/12/2020 19:00 | zone=1 | sensor=AQ-01 | pm25=-5 | no2=
18/03/2022 23:00 | zone=4 | sensor=AQ-99 | pm25=NA | no2=N/A
01/08/2022 15:00 | zone=9 | sensor=AQ-99 | pm25= | no2=40,7
01/12/2019 07:00 | zone=8 | sensor=AQ-02 | pm25= | no2=N/A
07/02/2021 04:00 | zone=999 | sensor=AQ-01 | pm25=12,3 | no2=40,7
13/02/2021 05:00 | zone=1 | sensor=AQ-01 | pm25=-5 | no2=
01/01/2019 02:00 | zone=7 | sensor=AQ-03 | pm25=NA | no2=40,7
30/06/2021 10:00 | zone=5 | sensor=AQ-02 | pm25= | no2=40,7
22/10/2019 18:00 | zone=7 | sensor=AQ-01 | pm25=-5 | no2=49.28
09/08/2019 00:00 | zone=7 | sensor=AQ-01 | pm25=12,3 | no2=
18/08/2020 14:00 | zone=7 | sensor=AQ-99 | pm25=NA | no2=N/A
07/09/2021 16:00 | zone=8 | sensor=AQ-02 | pm25=7.94 | no2=52.11
06/09/2019 01:00 | zone=10 | sensor=AQ-02 | pm25=NA | no2=-1
12/08/2019 16:00 | zone=2 | sensor=AQ-03 | pm25=12,3 | no2=40,7
07/01/2022 23:00 | zone=7 | sensor=AQ-02 | pm25=NA | no2=N/A
28/02/2021 22:00 | zone=10 | sensor=AQ-99 | pm25=NA | no2=
17/02/2019 15:00 | zone=1 | sensor=AQ-03 | pm25=12,3 | no2=N/A
13/10/2020 13:00 | zone=6 | sensor=AQ-99 | pm25= | no2=-1
19/04/2022 15:00 | zone=9 | sensor=AQ-01 | pm25=NA | no2=N/A
14/03/2021 23:00 | zone=8 | sensor=AQ-03 | pm25=-5 | no2=
01/04/2021 02:00 | zone=3 | sensor=AQ-03 | pm25= | no2=
30/01/2019 16:00 | zone=6 | sensor=AQ-03 | pm25=NA | no2=N/A
12/09/2022 01:00 | zone=5 | sensor=AQ-02 | pm25=17.36 | no2=-1
03/03/2022 18:00 | zone=7 | sensor=AQ-99 | pm25=13.63 | no2=27.55
11/05/2019 14:00 | zone=5 | sensor=AQ-02 | pm25=12,3 | no2=
09/10/2020 14:00 | zone=4 | sensor=AQ-02 | pm25=12,3 | no2=40,7
23/08/2019 02:00 | zone=1 | sensor=AQ-01 | pm25=12,3 | no2=
03/05/2019 12:00 | zone=10 | sensor=AQ-01 | pm25=NA | no2=-1
25/05/2022 20:00 | zone=5 | sensor=AQ-01 | pm25= | no2=40,7
12/07/2020 03:00 | zone=9 | sensor=AQ-02 | pm25=-5 | no2=40,7
18/07/2022 05:00 | zone=3 | sensor=AQ-03 | pm25=12,3 | no2=N/A
27/01/2019 19:00 | zone=5 | sensor=AQ-01 | pm25=NA | no2=40,7
15/01/2019 16:00 | zone=6 | sensor=AQ-99 | pm25=NA | no2=32.71
17/02/2022 19:00 | zone=9 | sensor=AQ-99 | pm25=NA | no2=N/A
20/11/2019 16:00 | zone=9 | sensor=AQ-02 | pm25=17.52 | no2=
19/09/2019 04:00 | zone=3 | sensor=AQ-02 | pm25=-5 | no2=-1
11/02/2022 18:00 | zone=2 | sensor=AQ-03 | pm25=NA | no2=-1
02/06/2022 03:00 | zone=999 | sensor=AQ-03 | pm25=9.09 | no2=20.44
03/08/2021 16:00 | zone=8 | sensor=AQ-01 | pm25=12,3 | no2=40,7
10/05/2020 20:00 | zone=6 | sensor=AQ-99 | pm25= | no2=40,7
06/11/2019 12:00 | zone=5 | sensor=AQ-01 | pm25=-5 | no2=
22/11/2020 12:00 | zone=3 | sensor=AQ-03 | pm25=12,3 | no2=18.95
26/09/2019 23:00 | zone=2 | sensor=AQ-02 | pm25=-5 | no2=-1
14/11/2019 13:00 | zone=4 | sensor=AQ-01 | pm25=12.32 | no2=57.64
06/05/2020 12:00 | zone=3 | sensor=AQ-03 | pm25=14.54 | no2=N/A
01/12/2022 09:00 | zone=5 | sensor=AQ-99 | pm25=12,3 | no2=N/A
10/12/2020 14:00 | zone=7 | sensor=AQ-03 | pm25=10.86 | no2=
15/04/2022 19:00 | zone=4 | sensor=AQ-03 | pm25=19.21 | no2=
18/02/2022 01:00 | zone=2 | sensor=AQ-02 | pm25=-5 | no2=40,7
27/10/2020 19:00 | zone=9 | sensor=AQ-01 | pm25=12,3 | no2=N/A
14/08/2019 04:00 | zone=1 | sensor=AQ-01 | pm25=10.16 | no2=40,7
10/11/2019 22:00 | zone=7 | sensor=AQ-03 | pm25=12,3 | no2=
24/07/2022 04:00 | zone=3 | sensor=AQ-03 | pm25= | no2=-1
29/09/2019 08:00 | zone=5 | sensor=AQ-01 | pm25=0 | no2=
30/05/2021 00:00 | zone=5 | sensor=AQ-01 | pm25=-5 | no2=59.55
28/12/2022 03:00 | zone=4 | sensor=AQ-01 | pm25= | no2=N/A
18/10/2021 22:00 | zone=10 | sensor=AQ-03 | pm25=NA | no2=
25/07/2022 04:00 | zone=10 | sensor=AQ-99 | pm25=12,3 | no2=
14/10/2022 15:00 | zone=5 | sensor=AQ-99 | pm25=12,3 | no2=
28/01/2020 18:00 | zone=5 | sensor=AQ-99 | pm25=11.93 | no2=40,7
27/01/2022 11:00 | zone=2 | sensor=AQ-03 | pm25= | no2=64.61
10/03/2020 18:00 | zone=5 | sensor=AQ-02 | pm25= | no2=
22/07/2019 13:00 | zone=3 | sensor=AQ-01 | pm25= | no2=40,7
16/04/2021 18:00 | zone=2 | sensor=AQ-99 | pm25=-5 | no2=N/A
27/12/2021 08:00 | zone=8 | sensor=AQ-03 | pm25=14.37 | no2=-1
30/10/2020 10:00 | zone=10 | sensor=AQ-99 | pm25=-5 | no2=
15/09/2020 05:00 | zone=9 | sensor=AQ-01 | pm25=-5 | no2=40,7
31/10/2020 12:00 | zone=8 | sensor=AQ-02 | pm25=12,3 | no2=58.9
15/04/2019 13:00 | zone=10 | sensor=AQ-02 | pm25=20.27 | no2=40,7
28/05/2019 01:00 | zone=7 | sensor=AQ-03 | pm25=-5 | no2=-1
08/01/2021 01:00 | zone=7 | sensor=AQ-01 | pm25=-5 | no2=37.08
02/03/2022 12:00 | zone=9 | sensor=AQ-03 | pm25=12,3 | no2=40,7
14/07/2019 10:00 | zone=2 | sensor=AQ-01 | pm25= | no2=
24/08/2022 07:00 | zone=8 | sensor=AQ-01 | pm25=-5 | no2=
29/08/2020 05:00 | zone=4 | sensor=AQ-99 | pm25=NA | no2=40,7
10/10/2019 15:00 | zone=8 | sensor=AQ-03 | pm25=-5 | no2=N/A
01/12/2020 08:00 | zone=8 | sensor=AQ-01 | pm25=16.93 | no2=N/A
01/11/2022 09:00 | zone=999 | sensor=AQ-01 | pm25=-5 | no2=51.54
08/12/2019 22:00 | zone=999 | sensor=AQ-99 | pm25=19.39 | no2=22.21
08/10/2019 09:00 | zone=999 | sensor=AQ-02 | pm25=23.39 | no2=56.26
27/08/2021 03:00 | zone=8 | sensor=AQ-01 | pm25=12,3 | no2=
21/09/2021 20:00 | zone=1 | sensor=AQ-01 | pm25= | no2=40,7
09/07/2019 13:00 | zone=3 | sensor=AQ-03 | pm25=-5 | no2=
23/10/2019 14:00 | zone=999 | sensor=AQ-99 | pm25=-5 | no2=39.54
10/09/2022 14:00 | zone=7 | sensor=AQ-01 | pm25=12,3 | no2=
11/08/2022 11:00 | zone=5 | sensor=AQ-99 | pm25=-5 | no2=71.09
10/09/2019 16:00 | zone=8 | sensor=AQ-03 | pm25= | no2=-1
10/03/2019 05:00 | zone=7 | sensor=AQ-01 | pm25=12,3 | no2=38.09
14/09/2019 11:00 | zone=7 | sensor=AQ-01 | pm25=11.41 | no2=
11/03/2020 12:00 | zone=3 | sensor=AQ-02 | pm25=12,3 | no2=-1
05/12/2021 20:00 | zone=4 | sensor=AQ-99 | pm25=-5 | no2=
14/06/2020 10:00 | zone=8 | sensor=AQ-02 | pm25=12,3 | no2=22.16
05/12/2022 03:00 | zone=10 | sensor=AQ-02 | pm25=16.19 | no2=40,7
12/10/2019 06:00 | zone=8 | sensor=AQ-99 | pm25=NA | no2=3.69
18/02/2020 12:00 | zone=4 | sensor=AQ-01 | pm25=12,3 | no2=
17/01/2020 01:00 | zone=7 | sensor=AQ-99 | pm25=NA | no2=
25/06/2021 13:00 | zone=7 | sensor=AQ-03 | pm25=NA | no2=25.49
02/07/2022 21:00 | zone=2 | sensor=AQ-03 | pm25=NA | no2=-1
16/06/2019 17:00 | zone=5 | sensor=AQ-03 | pm25= | no2=N/A
05/08/2022 04:00 | zone=2 | sensor=AQ-02 | pm25=-5 | no2=40,7
23/04/2019 11:00 | zone=4 | sensor=AQ-99 | pm25=12,3 | no2=55.08
06/04/2019 08:00 | zone=7 | sensor=AQ-02 | pm25=-5 | no2=N/A
20/12/2019 01:00 | zone=1 | sensor=AQ-99 | pm25=12,3 | no2=
28/07/2021 21:00 | zone=5 | sensor=AQ-01 | pm25=12,3 | no2=N/A
04/06/2019 08:00 | zone=6 | sensor=AQ-01 | pm25=15.78 | no2=-1
01/06/2021 03:00 | zone=9 | sensor=AQ-99 | pm25=15.99 | no2=-1
05/02/2021 12:00 | zone=8 | sensor=AQ-03 | pm25=12,3 | no2=N/A
28/04/2020 23:00 | zone=1 | sensor=AQ-99 | pm25=12,3 | no2=-1
24/05/2019 21:00 | zone=3 | sensor=AQ-99 | pm25= | no2=40,7
23/02/2022 21:00 | zone=2 | sensor=AQ-99 | pm25=-5 | no2=-1
03/11/2022 23:00 | zone=10 | sensor=AQ-02 | pm25=NA | no2=20.41
29/06/2020 14:00 | zone=6 | sensor=AQ-01 | pm25=12,3 | no2=-1
07/07/2022 10:00 | zone=2 | sensor=AQ-99 | pm25=NA | no2=N/A
21/10/2022 10:00 | zone=1 | sensor=AQ-99 | pm25=-5 | no2=
13/08/2022 02:00 | zone=999 | sensor=AQ-99 | pm25= | no2=N/A
18/03/2022 05:00 | zone=7 | sensor=AQ-03 | pm25=12,3 | no2=40,7
29/08/2019 13:00 | zone=6 | sensor=AQ-01 | pm25=12,3 | no2=48.81
26/09/2022 08:00 | zone=8 | sensor=AQ-03 | pm25= | no2=40,7
29/03/2020 08:00 | zone=9 | sensor=AQ-02 | pm25=-5 | no2=
07/05/2019 09:00 | zone=3 | sensor=AQ-01 | pm25=NA | no2=
12/06/2022 06:00 | zone=10 | sensor=AQ-99 | pm25=21.27 | no2=40,7
08/05/2019 13:00 | zone=2 | sensor=AQ-02 | pm25=-5 | no2=N/A
11/04/2020 04:00 | zone=6 | sensor=AQ-99 | pm25=NA | no2=-1
24/10/2020 18:00 | zone=10 | sensor=AQ-02 | pm25=-5 | no2=
17/09/2020 06:00 | zone=9 | sensor=AQ-99 | pm25=-5 | no2=
01/06/2020 11:00 | zone=2 | sensor=AQ-03 | pm25=22.43 | no2=40,7
31/01/2021 14:00 | zone=999 | sensor=AQ-99 | pm25=12,3 | no2=N/A
14/01/2020 09:00 | zone=10 | sensor=AQ-02 | pm25=-5 | no2=-1
14/08/2020 08:00 | zone=5 | sensor=AQ-01 | pm25=10.23 | no2=40,7
28/06/2021 08:00 | zone=5 | sensor=AQ-99 | pm25=-5 | no2=40,7
18/03/2019 10:00 | zone=3 | sensor=AQ-02 | pm25=NA | no2=N/A
22/05/2020 01:00 | zone=6 | sensor=AQ-03 | pm25=NA | no2=N/A
09/04/2020 20:00 | zone=1 | sensor=AQ-02 | pm25=12,3 | no2=9.07
04/10/2021 19:00 | zone=999 | sensor=AQ-99 | pm25= | no2=37.44
01/07/2021 11:00 | zone=5 | sensor=AQ-03 | pm25=NA | no2=46.39
26/10/2019 11:00 | zone=9 | sensor=AQ-03 | pm25=12,3 | no2=-1
22/09/2021 08:00 | zone=2 | sensor=AQ-99 | pm25= | no2=N/A
15/08/2022 23:00 | zone=1 | sensor=AQ-02 | pm25=12,3 | no2=40,7
10/06/2022 23:00 | zone=4 | sensor=AQ-03 | pm25=-5 | no2=
09/11/2021 03:00 | zone=7 | sensor=AQ-02 | pm25=14.52 | no2=
30/06/2022 12:00 | zone=8 | sensor=AQ-03 | pm25= | no2=-1
16/10/2020 12:00 | zone=9 | sensor=AQ-02 | pm25=12,3 | no2=
30/10/2019 13:00 | zone=5 | sensor=AQ-02 | pm25=NA | no2=13.93
31/08/2019 19:00 | zone=10 | sensor=AQ-01 | pm25=NA | no2=40,7
29/01/2019 03:00 | zone=7 | sensor=AQ-02 | pm25=NA | no2=40,7
09/05/2019 15:00 | zone=4 | sensor=AQ-02 | pm25=NA | no2=-1
06/04/2020 19:00 | zone=5 | sensor=AQ-01 | pm25=12,3 | no2=40,7
23/06/2021 01:00 | zone=10 | sensor=AQ-03 | pm25=-5 | no2=
16/03/2022 22:00 | zone=999 | sensor=AQ-01 | pm25=NA | no2=40,7
13/08/2021 03:00 | zone=2 | sensor=AQ-02 | pm25= | no2=24.95
06/04/2022 11:00 | zone=9 | sensor=AQ-03 | pm25=32.08 | no2=-1
11/08/2019 08:00 | zone=6 | sensor=AQ-01 | pm25= | no2=39.78
17/07/2022 23:00 | zone=6 | sensor=AQ-99 | pm25=12,3 | no2=3.13
25/02/2019 02:00 | zone=2 | sensor=AQ-03 | pm25=-5 | no2=
02/05/2019 21:00 | zone=3 | sensor=AQ-01 | pm25= | no2=
24/02/2020 17:00 | zone=1 | sensor=AQ-02 | pm25=12,3 | no2=-1
31/03/2021 17:00 | zone=9 | sensor=AQ-99 | pm25=NA | no2=43.51
10/01/2021 20:00 | zone=10 | sensor=AQ-99 | pm25= | no2=-1
01/08/2020 12:00 | zone=10 | sensor=AQ-01 | pm25= | no2=-1
01/02/2021 21:00 | zone=10 | sensor=AQ-02 | pm25=NA | no2=
19/03/2020 13:00 | zone=8 | sensor=AQ-01 | pm25=12,3 | no2=-1
24/07/2022 23:00 | zone=7 | sensor=AQ-03 | pm25=-5 | no2=29.01
13/11/2022 21:00 | zone=8 | sensor=AQ-01 | pm25= | no2=-1
26/10/2021 09:00 | zone=4 | sensor=AQ-02 | pm25=NA | no2=44.3
15/08/2019 17:00 | zone=8 | sensor=AQ-02 | pm25=18.46 | no2=-1
20/10/2020 22:00 | zone=6 | sensor=AQ-99 | pm25= | no2=-1
08/11/2021 15:00 | zone=6 | sensor=AQ-03 | pm25=NA | no2=
18/04/2020 10:00 | zone=7 | sensor=AQ-99 | pm25= | no2=36.81
15/03/2021 18:00 | zone=6 | sensor=AQ-02 | pm25=NA | no2=N/A
25/03/2019 14:00 | zone=4 | sensor=AQ-03 | pm25=12,3 | no2=40,7
14/12/2021 17:00 | zone=2 | sensor=AQ-99 | pm25=-5 | no2=N/A
12/07/2021 18:00 | zone=10 | sensor=AQ-03 | pm25=3.56 | no2=
25/04/2022 05:00 | zone=999 | sensor=AQ-02 | pm25=9.56 | no2=-1
28/01/2022 19:00 | zone=9 | sensor=AQ-99 | pm25=NA | no2=
11/07/2022 20:00 | zone=3 | sensor=AQ-03 | pm25=NA | no2=55.98
31/03/2021 23:00 | zone=5 | sensor=AQ-02 | pm25=8.11 | no2=-1
07/03/2020 23:00 | zone=9 | sensor=AQ-01 | pm25=-5 | no2=-1
24/10/2022 18:00 | zone=4 | sensor=AQ-01 | pm25=23.92 | no2=42.55
01/10/2022 11:00 | zone=8 | sensor=AQ-01 | pm25=12,3 | no2=-1
27/04/2022 07:00 | zone=8 | sensor=AQ-02 | pm25=-5 | no2=40,7
02/10/2019 04:00 | zone=4 | sensor=AQ-99 | pm25=12,3 | no2=82.11
01/09/2020 19:00 | zone=9 | sensor=AQ-99 | pm25=NA | no2=
14/06/2021 16:00 | zone=5 | sensor=AQ-01 | pm25=12,3 | no2=
14/11/2020 01:00 | zone=8 | sensor=AQ-01 | pm25= | no2=40,7
23/11/2020 05:00 | zone=9 | sensor=AQ-02 | pm25=NA | no2=
14/06/2022 00:00 | zone=5 | sensor=AQ-02 | pm25= | no2=
22/01/2021 22:00 | zone=10 | sensor=AQ-02 | pm25=NA | no2=
09/09/2022 17:00 | zone=10 | sensor=AQ-02 | pm25=NA | no2=-1
30/09/2019 00:00 | zone=1 | sensor=AQ-02 | pm25=29.33 | no2=40,7
31/01/2020 19:00 | zone=6 | sensor=AQ-99 | pm25=-5 | no2=57.48
01/06/2021 10:00 | zone=1 | sensor=AQ-99 | pm25=26.02 | no2=
05/06/2021 16:00 | zone=9 | sensor=AQ-02 | pm25=12,3 | no2=38.28
05/10/2019 13:00 | zone=2 | sensor=AQ-01 | pm25=-5 | no2=40,7
27/12/2022 23:00 | zone=5 | sensor=AQ-03 | pm25=NA | no2=N/A
26/08/2021 06:00 | zone=3 | sensor=AQ-02 | pm25= | no2=38.91
12/05/2021 02:00 | zone=1 | sensor=AQ-01 | pm25= | no2=40,7
06/03/2020 15:00 | zone=8 | sensor=AQ-99 | pm25=12,3 | no2=40,7
15/06/2022 21:00 | zone=4 | sensor=AQ-03 | pm25= | no2=
13/07/2020 02:00 | zone=999 | sensor=AQ-01 | pm25=20.86 | no2=N/A
29/01/2020 21:00 | zone=10 | sensor=AQ-02 | pm25= | no2=54.51
29/04/2022 03:00 | zone=5 | sensor=AQ-99 | pm25=-5 | no2=
30/08/2021 03:00 | zone=8 | sensor=AQ-99 | pm25=12,3 | no2=-1
10/09/2021 11:00 | zone=4 | sensor=AQ-03 | pm25= | no2=-1
18/06/2019 16:00 | zone=10 | sensor=AQ-01 | pm25= | no2=N/A
23/01/2022 11:00 | zone=8 | sensor=AQ-01 | pm25=-5 | no2=47.88
18/03/2020 16:00 | zone=9 | sensor=AQ-01 | pm25=-5 | no2=
15/08/2021 02:00 | zone=6 | sensor=AQ-99 | pm25=12,3 | no2=-1
30/04/2022 06:00 | zone=2 | sensor=AQ-01 | pm25=-5 | no2=
11/07/2020 07:00 | zone=7 | sensor=AQ-99 | pm25=NA | no2=40,7
09/11/2019 15:00 | zone=7 | sensor=AQ-02 | pm25=7.2 | no2=N/A
09/06/2022 13:00 | zone=3 | sensor=AQ-01 | pm25= | no2=40,7
02/01/2020 06:00 | zone=9 | sensor=AQ-02 | pm25=12,3 | no2=
20/07/2021 01:00 | zone=10 | sensor=AQ-02 | pm25=30.3 | no2=40,7
07/12/2019 22:00 | zone=2 | sensor=AQ-02 | pm25= | no2=54.34
14/06/2020 18:00 | zone=6 | sensor=AQ-02 | pm25=16.73 | no2=-1
13/03/2021 17:00 | zone=6 | sensor=AQ-02 | pm25=-5 | no2=-1
09/09/2019 15:00 | zone=7 | sensor=AQ-02 | pm25=NA | no2=-1
28/12/2022 06:00 | zone=9 | sensor=AQ-01 | pm25=12,3 | no2=33.57
17/04/2019 03:00 | zone=4 | sensor=AQ-03 | pm25=12,3 | no2=-1
04/03/2020 16:00 | zone=6 | sensor=AQ-03 | pm25=3.81 | no2=N/A
23/03/2020 15:00 | zone=3 | sensor=AQ-03 | pm25=13.31 | no2=
11/07/2021 23:00 | zone=9 | sensor=AQ-02 | pm25=2.93 | no2=
24/10/2022 03:00 | zone=2 | sensor=AQ-03 | pm25=-5 | no2=40,7
17/06/2019 06:00 | zone=2 | sensor=AQ-02 | pm25=19.67 | no2=14.54
24/10/2020 19:00 | zone=4 | sensor=AQ-02 | pm25=NA | no2=19.43
03/01/2019 16:00 | zone=3 | sensor=AQ-99 | pm25= | no2=48.67
17/07/2019 09:00 | zone=5 | sensor=AQ-99 | pm25=12,3 | no2=33.46
09/01/2019 19:00 | zone=9 | sensor=AQ-03 | pm25=NA | no2=-1
25/06/2022 16:00 | zone=3 | sensor=AQ-99 | pm25=8.45 | no2=
30/08/2020 12:00 | zone=2 | sensor=AQ-01 | pm25=17.22 | no2=56.97
17/09/2022 11:00 | zone=3 | sensor=AQ-01 | pm25=NA | no2=40,7
31/01/2020 14:00 | zone=4 | sensor=AQ-02 | pm25= | no2=N/A
22/03/2019 22:00 | zone=5 | sensor=AQ-02 | pm25=22.49 | no2=23.86
27/11/2021 00:00 | zone=8 | sensor=AQ-02 | pm25=-5 | no2=40,7
23/10/2022 23:00 | zone=6 | sensor=AQ-01 | pm25=NA | no2=40,7
10/08/2019 21:00 | zone=4 | sensor=AQ-99 | pm25=12,3 | no2=
29/06/2021 08:00 | zone=1 | sensor=AQ-01 | pm25= | no2=40,7
17/09/2020 10:00 | zone=1 | sensor=AQ-03 | pm25=12.9 | no2=40,7
21/07/2022 19:00 | zone=6 | sensor=AQ-02 | pm25=12,3 | no2=
16/02/2019 12:00 | zone=4 | sensor=AQ-02 | pm25=NA | no2=48.04
08/03/2019 03:00 | zone=6 | sensor=AQ-99 | pm25=12,3 | no2=-1
22/12/2021 23:00 | zone=4 | sensor=AQ-01 | pm25=12,3 | no2=-1
13/12/2022 00:00 | zone=8 | sensor=AQ-99 | pm25=NA | no2=40,7
18/01/2021 01:00 | zone=3 | sensor=AQ-03 | pm25=-5 | no2=20.05
09/05/2021 03:00 | zone=2 | sensor=AQ-03 | pm25= | no2=N/A
27/02/2022 16:00 | zone=6 | sensor=AQ-02 | pm25=-5 | no2=N/A
05/11/2021 18:00 | zone=8 | sensor=AQ-02 | pm25= | no2=40,7
10/02/2021 23:00 | zone=10 | sensor=AQ-99 | pm25=12,3 | no2=N/A
19/10/2021 11:00 | zone=2 | sensor=AQ-01 | pm25=NA | no2=-1
05/03/2022 01:00 | zone=8 | sensor=AQ-03 | pm25=NA | no2=37.41
05/08/2022 10:00 | zone=1 | sensor=AQ-01 | pm25=NA | no2=
16/03/2019 23:00 | zone=2 | sensor=AQ-99 | pm25=NA | no2=-1
27/04/2022 19:00 | zone=5 | sensor=AQ-01 | pm25=18.89 | no2=N/A
03/12/2022 17:00 | zone=999 | sensor=AQ-01 | pm25=12,3 | no2=
04/10/2020 01:00 | zone=1 | sensor=AQ-03 | pm25= | no2=
